"Statistic Label","Census Year","County","Age","Sex","UNIT","VALUE"
"Population","2011","Longford County","Age 60-64","Both Sexes","Number","2058"
"Population","2011","Longford County","Age 65-69","Males","Number","804"
"Population","2011","Longford County","Age 65-69","Females","Number","829"
"Population","2011","Longford County","Age 65-69","Both Sexes","Number","1633"
"Population","2011","Longford County","Age 70-74","Males","Number","593"
"Population","2011","Longford County","Age 70-74","Females","Number","534"
"Population","2011","Longford County","Age 70-74","Both Sexes","Number","1127"
"Population","2011","Longford County","Age 75-79","Males","Number","469"
"Population","2011","Longford County","Age 75-79","Females","Number","488"
"Population","2011","Longford County","Age 75-79","Both Sexes","Number","957"
"Population","2011","Longford County","Age 80-84","Males","Number","240"
"Population","2011","Longford County","Age 80-84","Females","Number","388"
"Population","2011","Longford County","Age 80-84","Both Sexes","Number","628"
"Population","2011","Longford County","Age 85 and over","Males","Number","179"
"Population","2011","Longford County","Age 85 and over","Females","Number","359"
"Population","2011","Longford County","Age 85 and over","Both Sexes","Number","538"
"Population","2011","Longford County","Total","Males","Number","19649"
"Population","2011","Longford County","Total","Females","Number","19351"
"Population","2011","Longford County","Total","Both Sexes","Number","39000"
"Population","2011","Louth County","Age 0","Males","Number","1057"
"Population","2011","Louth County","Age 0","Females","Number","991"
"Population","2011","Louth County","Age 0","Both Sexes","Number","2048"
"Population","2011","Louth County","Age 1","Males","Number","1042"
"Population","2011","Louth County","Age 1","Females","Number","1032"
"Population","2011","Louth County","Age 1","Both Sexes","Number","2074"
"Population","2011","Louth County","Age 2","Males","Number","1131"
"Population","2011","Louth County","Age 2","Females","Number","1066"
"Population","2011","Louth County","Age 2","Both Sexes","Number","2197"
"Population","2011","Louth County","Age 3","Males","Number","998"
"Population","2011","Louth County","Age 3","Females","Number","1021"
"Population","2011","Louth County","Age 3","Both Sexes","Number","2019"
"Population","2011","Louth County","Age 4","Males","Number","1092"
"Population","2011","Louth County","Age 4","Females","Number","981"
"Population","2011","Louth County","Age 4","Both Sexes","Number","2073"
"Population","2011","Louth County","Age 5","Males","Number","977"
"Population","2011","Louth County","Age 5","Females","Number","960"
"Population","2011","Louth County","Age 5","Both Sexes","Number","1937"
"Population","2011","Louth County","Age 6","Males","Number","971"
"Population","2011","Louth County","Age 6","Females","Number","931"
"Population","2011","Louth County","Age 6","Both Sexes","Number","1902"
"Population","2011","Louth County","Age 7","Males","Number","951"
"Population","2011","Louth County","Age 7","Females","Number","919"
"Population","2011","Louth County","Age 7","Both Sexes","Number","1870"
"Population","2011","Louth County","Age 8","Males","Number","923"
"Population","2011","Louth County","Age 8","Females","Number","944"
"Population","2011","Louth County","Age 8","Both Sexes","Number","1867"
"Population","2011","Louth County","Age 9","Males","Number","1039"
"Population","2011","Louth County","Age 9","Females","Number","892"
"Population","2011","Louth County","Age 9","Both Sexes","Number","1931"
"Population","2011","Louth County","Age 10","Males","Number","937"
"Population","2011","Louth County","Age 10","Females","Number","913"
"Population","2011","Louth County","Age 10","Both Sexes","Number","1850"
"Population","2011","Louth County","Age 11","Males","Number","866"
"Population","2011","Louth County","Age 11","Females","Number","930"
"Population","2011","Louth County","Age 11","Both Sexes","Number","1796"
"Population","2011","Louth County","Age 12","Males","Number","898"
"Population","2011","Louth County","Age 12","Females","Number","884"
"Population","2011","Louth County","Age 12","Both Sexes","Number","1782"
"Population","2011","Louth County","Age 13","Males","Number","850"
"Population","2011","Louth County","Age 13","Females","Number","872"
"Population","2011","Louth County","Age 13","Both Sexes","Number","1722"
"Population","2011","Louth County","Age 14","Males","Number","831"
"Population","2011","Louth County","Age 14","Females","Number","763"
"Population","2011","Louth County","Age 14","Both Sexes","Number","1594"
"Population","2011","Louth County","Age 15","Males","Number","806"
"Population","2011","Louth County","Age 15","Females","Number","752"
"Population","2011","Louth County","Age 15","Both Sexes","Number","1558"
"Population","2011","Louth County","Age 16","Males","Number","764"
"Population","2011","Louth County","Age 16","Females","Number","777"
"Population","2011","Louth County","Age 16","Both Sexes","Number","1541"
"Population","2011","Louth County","Age 17","Males","Number","787"
"Population","2011","Louth County","Age 17","Females","Number","744"
"Population","2011","Louth County","Age 17","Both Sexes","Number","1531"
"Population","2011","Louth County","Age 18","Males","Number","760"
"Population","2011","Louth County","Age 18","Females","Number","753"
"Population","2011","Louth County","Age 18","Both Sexes","Number","1513"
"Population","2011","Louth County","Age 19","Males","Number","767"
"Population","2011","Louth County","Age 19","Females","Number","671"
"Population","2011","Louth County","Age 19","Both Sexes","Number","1438"
"Population","2011","Louth County","Age 20-24","Males","Number","3869"
"Population","2011","Louth County","Age 20-24","Females","Number","3993"
"Population","2011","Louth County","Age 20-24","Both Sexes","Number","7862"
"Population","2011","Louth County","Age 25-29","Males","Number","4357"
"Population","2011","Louth County","Age 25-29","Females","Number","4673"
"Population","2011","Louth County","Age 25-29","Both Sexes","Number","9030"
"Population","2011","Louth County","Age 30-34","Males","Number","4864"
"Population","2011","Louth County","Age 30-34","Females","Number","5122"
"Population","2011","Louth County","Age 30-34","Both Sexes","Number","9986"
"Population","2011","Louth County","Age 35-39","Males","Number","4907"
"Population","2011","Louth County","Age 35-39","Females","Number","5036"
"Population","2011","Louth County","Age 35-39","Both Sexes","Number","9943"
"Population","2011","Louth County","Age 40-44","Males","Number","4694"
"Population","2011","Louth County","Age 40-44","Females","Number","4629"
"Population","2011","Louth County","Age 40-44","Both Sexes","Number","9323"
"Population","2011","Louth County","Age 45-49","Males","Number","4188"
"Population","2011","Louth County","Age 45-49","Females","Number","4060"
"Population","2011","Louth County","Age 45-49","Both Sexes","Number","8248"
"Population","2011","Louth County","Age 50-54","Males","Number","3493"
"Population","2011","Louth County","Age 50-54","Females","Number","3551"
"Population","2011","Louth County","Age 50-54","Both Sexes","Number","7044"
"Population","2011","Louth County","Age 55-59","Males","Number","3202"
"Population","2011","Louth County","Age 55-59","Females","Number","3018"
"Population","2011","Louth County","Age 55-59","Both Sexes","Number","6220"
"Population","2011","Louth County","Age 60-64","Males","Number","2747"
"Population","2011","Louth County","Age 60-64","Females","Number","2774"
"Population","2011","Louth County","Age 60-64","Both Sexes","Number","5521"
"Population","2011","Louth County","Age 65-69","Males","Number","2207"
"Population","2011","Louth County","Age 65-69","Females","Number","2281"
"Population","2011","Louth County","Age 65-69","Both Sexes","Number","4488"
"Population","2011","Louth County","Age 70-74","Males","Number","1626"
"Population","2011","Louth County","Age 70-74","Females","Number","1738"
"Population","2011","Louth County","Age 70-74","Both Sexes","Number","3364"
"Population","2011","Louth County","Age 75-79","Males","Number","1125"
"Population","2011","Louth County","Age 75-79","Females","Number","1346"
"Population","2011","Louth County","Age 75-79","Both Sexes","Number","2471"
"Population","2011","Louth County","Age 80-84","Males","Number","644"
"Population","2011","Louth County","Age 80-84","Females","Number","1058"
"Population","2011","Louth County","Age 80-84","Both Sexes","Number","1702"
"Population","2011","Louth County","Age 85 and over","Males","Number","393"
"Population","2011","Louth County","Age 85 and over","Females","Number","1059"
"Population","2011","Louth County","Age 85 and over","Both Sexes","Number","1452"
"Population","2011","Louth County","Total","Males","Number","60763"
"Population","2011","Louth County","Total","Females","Number","62134"
"Population","2011","Louth County","Total","Both Sexes","Number","122897"
"Population","2011","Meath County","Age 0","Males","Number","1748"
"Population","2011","Meath County","Age 0","Females","Number","1695"
"Population","2011","Meath County","Age 0","Both Sexes","Number","3443"
"Population","2011","Meath County","Age 1","Males","Number","1780"
"Population","2011","Meath County","Age 1","Females","Number","1750"
"Population","2011","Meath County","Age 1","Both Sexes","Number","3530"
"Population","2011","Meath County","Age 2","Males","Number","1829"
"Population","2011","Meath County","Age 2","Females","Number","1789"
"Population","2011","Meath County","Age 2","Both Sexes","Number","3618"
"Population","2011","Meath County","Age 3","Males","Number","1825"
"Population","2011","Meath County","Age 3","Females","Number","1778"
"Population","2011","Meath County","Age 3","Both Sexes","Number","3603"
"Population","2011","Meath County","Age 4","Males","Number","1676"
"Population","2011","Meath County","Age 4","Females","Number","1632"
"Population","2011","Meath County","Age 4","Both Sexes","Number","3308"
"Population","2011","Meath County","Age 5","Males","Number","1671"
"Population","2011","Meath County","Age 5","Females","Number","1521"
"Population","2011","Meath County","Age 5","Both Sexes","Number","3192"
"Population","2011","Meath County","Age 6","Males","Number","1643"
"Population","2011","Meath County","Age 6","Females","Number","1528"
"Population","2011","Meath County","Age 6","Both Sexes","Number","3171"
"Population","2011","Meath County","Age 7","Males","Number","1618"
"Population","2011","Meath County","Age 7","Females","Number","1481"
"Population","2011","Meath County","Age 7","Both Sexes","Number","3099"
"Population","2011","Meath County","Age 8","Males","Number","1550"
"Population","2011","Meath County","Age 8","Females","Number","1455"
"Population","2011","Meath County","Age 8","Both Sexes","Number","3005"
"Population","2011","Meath County","Age 9","Males","Number","1597"
"Population","2011","Meath County","Age 9","Females","Number","1431"
"Population","2011","Meath County","Age 9","Both Sexes","Number","3028"
"Population","2011","Meath County","Age 10","Males","Number","1443"
"Population","2011","Meath County","Age 10","Females","Number","1404"
"Population","2011","Meath County","Age 10","Both Sexes","Number","2847"
"Population","2011","Meath County","Age 11","Males","Number","1400"
"Population","2011","Meath County","Age 11","Females","Number","1300"
"Population","2011","Meath County","Age 11","Both Sexes","Number","2700"
"Population","2011","Meath County","Age 12","Males","Number","1461"
"Population","2011","Meath County","Age 12","Females","Number","1271"
"Population","2011","Meath County","Age 12","Both Sexes","Number","2732"
"Population","2011","Meath County","Age 13","Males","Number","1368"
"Population","2011","Meath County","Age 13","Females","Number","1316"
"Population","2011","Meath County","Age 13","Both Sexes","Number","2684"
"Population","2011","Meath County","Age 14","Males","Number","1267"
"Population","2011","Meath County","Age 14","Females","Number","1239"
"Population","2011","Meath County","Age 14","Both Sexes","Number","2506"
"Population","2011","Meath County","Age 15","Males","Number","1262"
"Population","2011","Meath County","Age 15","Females","Number","1152"
"Population","2011","Meath County","Age 15","Both Sexes","Number","2414"
"Population","2011","Meath County","Age 16","Males","Number","1183"
"Population","2011","Meath County","Age 16","Females","Number","1094"
"Population","2011","Meath County","Age 16","Both Sexes","Number","2277"
"Population","2011","Meath County","Age 17","Males","Number","1160"
"Population","2011","Meath County","Age 17","Females","Number","1083"
"Population","2011","Meath County","Age 17","Both Sexes","Number","2243"
"Population","2011","Meath County","Age 18","Males","Number","1122"
"Population","2011","Meath County","Age 18","Females","Number","982"
"Population","2011","Meath County","Age 18","Both Sexes","Number","2104"
"Population","2011","Meath County","Age 19","Males","Number","1020"
"Population","2011","Meath County","Age 19","Females","Number","1006"
"Population","2011","Meath County","Age 19","Both Sexes","Number","2026"
"Population","2011","Meath County","Age 20-24","Males","Number","4872"
"Population","2011","Meath County","Age 20-24","Females","Number","5036"
"Population","2011","Meath County","Age 20-24","Both Sexes","Number","9908"
"Population","2011","Meath County","Age 25-29","Males","Number","6105"
"Population","2011","Meath County","Age 25-29","Females","Number","6936"
"Population","2011","Meath County","Age 25-29","Both Sexes","Number","13041"
"Population","2011","Meath County","Age 30-34","Males","Number","7813"
"Population","2011","Meath County","Age 30-34","Females","Number","8422"
"Population","2011","Meath County","Age 30-34","Both Sexes","Number","16235"
"Population","2011","Meath County","Age 35-39","Males","Number","8346"
"Population","2011","Meath County","Age 35-39","Females","Number","8445"
"Population","2011","Meath County","Age 35-39","Both Sexes","Number","16791"
"Population","2011","Meath County","Age 40-44","Males","Number","7519"
"Population","2011","Meath County","Age 40-44","Females","Number","7337"
"Population","2011","Meath County","Age 40-44","Both Sexes","Number","14856"
"Population","2011","Meath County","Age 45-49","Males","Number","6460"
"Population","2011","Meath County","Age 45-49","Females","Number","6181"
"Population","2011","Meath County","Age 45-49","Both Sexes","Number","12641"
"Population","2011","Meath County","Age 50-54","Males","Number","5228"
"Population","2011","Meath County","Age 50-54","Females","Number","5092"
"Population","2011","Meath County","Age 50-54","Both Sexes","Number","10320"
"Population","2011","Meath County","Age 55-59","Males","Number","4467"
"Population","2011","Meath County","Age 55-59","Females","Number","4412"
"Population","2011","Meath County","Age 55-59","Both Sexes","Number","8879"
"Population","2011","Meath County","Age 60-64","Males","Number","3888"
"Population","2011","Meath County","Age 60-64","Females","Number","3724"
"Population","2011","Meath County","Age 60-64","Both Sexes","Number","7612"
"Population","2011","Meath County","Age 65-69","Males","Number","2954"
"Population","2011","Meath County","Age 65-69","Females","Number","2960"
"Population","2011","Meath County","Age 65-69","Both Sexes","Number","5914"
"Population","2011","Meath County","Age 70-74","Males","Number","1983"
"Population","2011","Meath County","Age 70-74","Females","Number","1979"
"Population","2011","Meath County","Age 70-74","Both Sexes","Number","3962"
"Population","2011","Meath County","Age 75-79","Males","Number","1320"
"Population","2011","Meath County","Age 75-79","Females","Number","1595"
"Population","2011","Meath County","Age 75-79","Both Sexes","Number","2915"
"Population","2011","Meath County","Age 80-84","Males","Number","814"
"Population","2011","Meath County","Age 80-84","Females","Number","1117"
"Population","2011","Meath County","Age 80-84","Both Sexes","Number","1931"
"Population","2011","Meath County","Age 85 and over","Males","Number","518"
"Population","2011","Meath County","Age 85 and over","Females","Number","1082"
"Population","2011","Meath County","Age 85 and over","Both Sexes","Number","1600"
"Population","2011","Meath County","Total","Males","Number","91910"
"Population","2011","Meath County","Total","Females","Number","92225"
"Population","2011","Meath County","Total","Both Sexes","Number","184135"
"Population","2011","Offaly County","Age 0","Males","Number","629"
"Population","2011","Offaly County","Age 0","Females","Number","612"
"Population","2011","Offaly County","Age 0","Both Sexes","Number","1241"
"Population","2011","Offaly County","Age 1","Males","Number","627"
"Population","2011","Offaly County","Age 1","Females","Number","618"
"Population","2011","Offaly County","Age 1","Both Sexes","Number","1245"
"Population","2011","Offaly County","Age 2","Males","Number","660"
"Population","2011","Offaly County","Age 2","Females","Number","648"
"Population","2011","Offaly County","Age 2","Both Sexes","Number","1308"
"Population","2011","Offaly County","Age 3","Males","Number","657"
"Population","2011","Offaly County","Age 3","Females","Number","578"
"Population","2011","Offaly County","Age 3","Both Sexes","Number","1235"
"Population","2011","Offaly County","Age 4","Males","Number","629"
"Population","2011","Offaly County","Age 4","Females","Number","581"
"Population","2011","Offaly County","Age 4","Both Sexes","Number","1210"
"Population","2011","Offaly County","Age 5","Males","Number","599"
"Population","2011","Offaly County","Age 5","Females","Number","570"
"Population","2011","Offaly County","Age 5","Both Sexes","Number","1169"
"Population","2011","Offaly County","Age 6","Males","Number","611"
"Population","2011","Offaly County","Age 6","Females","Number","555"
"Population","2011","Offaly County","Age 6","Both Sexes","Number","1166"
"Population","2011","Offaly County","Age 7","Males","Number","615"
"Population","2011","Offaly County","Age 7","Females","Number","586"
"Population","2011","Offaly County","Age 7","Both Sexes","Number","1201"
"Population","2011","Offaly County","Age 8","Males","Number","598"
"Population","2011","Offaly County","Age 8","Females","Number","600"
"Population","2011","Offaly County","Age 8","Both Sexes","Number","1198"
"Population","2011","Offaly County","Age 9","Males","Number","596"
"Population","2011","Offaly County","Age 9","Females","Number","600"
"Population","2011","Offaly County","Age 9","Both Sexes","Number","1196"
"Population","2011","Offaly County","Age 10","Males","Number","584"
"Population","2011","Offaly County","Age 10","Females","Number","541"
"Population","2011","Offaly County","Age 10","Both Sexes","Number","1125"
"Population","2011","Offaly County","Age 11","Males","Number","615"
"Population","2011","Offaly County","Age 11","Females","Number","556"
"Population","2011","Offaly County","Age 11","Both Sexes","Number","1171"
"Population","2011","Offaly County","Age 12","Males","Number","583"
"Population","2011","Offaly County","Age 12","Females","Number","571"
"Population","2011","Offaly County","Age 12","Both Sexes","Number","1154"
"Population","2011","Offaly County","Age 13","Males","Number","617"
"Population","2011","Offaly County","Age 13","Females","Number","594"
"Population","2011","Offaly County","Age 13","Both Sexes","Number","1211"
"Population","2011","Offaly County","Age 14","Males","Number","580"
"Population","2011","Offaly County","Age 14","Females","Number","545"
"Population","2011","Offaly County","Age 14","Both Sexes","Number","1125"
"Population","2011","Offaly County","Age 15","Males","Number","566"
"Population","2011","Offaly County","Age 15","Females","Number","527"
"Population","2011","Offaly County","Age 15","Both Sexes","Number","1093"
"Population","2011","Offaly County","Age 16","Males","Number","559"
"Population","2011","Offaly County","Age 16","Females","Number","521"
"Population","2011","Offaly County","Age 16","Both Sexes","Number","1080"
"Population","2011","Offaly County","Age 17","Males","Number","558"
"Population","2011","Offaly County","Age 17","Females","Number","463"
"Population","2011","Offaly County","Age 17","Both Sexes","Number","1021"
"Population","2011","Offaly County","Age 18","Males","Number","485"
"Population","2011","Offaly County","Age 18","Females","Number","454"
"Population","2011","Offaly County","Age 18","Both Sexes","Number","939"
"Population","2011","Offaly County","Age 19","Males","Number","432"
"Population","2011","Offaly County","Age 19","Females","Number","389"
"Population","2011","Offaly County","Age 19","Both Sexes","Number","821"
"Population","2011","Offaly County","Age 20-24","Males","Number","2263"
"Population","2011","Offaly County","Age 20-24","Females","Number","2206"
"Population","2011","Offaly County","Age 20-24","Both Sexes","Number","4469"
"Population","2011","Offaly County","Age 25-29","Males","Number","2570"
"Population","2011","Offaly County","Age 25-29","Females","Number","2804"
"Population","2011","Offaly County","Age 25-29","Both Sexes","Number","5374"
"Population","2011","Offaly County","Age 30-34","Males","Number","2872"
"Population","2011","Offaly County","Age 30-34","Females","Number","3020"
"Population","2011","Offaly County","Age 30-34","Both Sexes","Number","5892"
"Population","2011","Offaly County","Age 35-39","Males","Number","2982"
"Population","2011","Offaly County","Age 35-39","Females","Number","2917"
"Population","2011","Offaly County","Age 35-39","Both Sexes","Number","5899"
"Population","2011","Offaly County","Age 40-44","Males","Number","2790"
"Population","2011","Offaly County","Age 40-44","Females","Number","2761"
"Population","2011","Offaly County","Age 40-44","Both Sexes","Number","5551"
"Population","2011","Offaly County","Age 45-49","Males","Number","2619"
"Population","2011","Offaly County","Age 45-49","Females","Number","2623"
"Population","2011","Offaly County","Age 45-49","Both Sexes","Number","5242"
"Population","2011","Offaly County","Age 50-54","Males","Number","2443"
"Population","2011","Offaly County","Age 50-54","Females","Number","2251"
"Population","2011","Offaly County","Age 50-54","Both Sexes","Number","4694"
"Population","2011","Offaly County","Age 55-59","Males","Number","2082"
"Population","2011","Offaly County","Age 55-59","Females","Number","1999"
"Population","2011","Offaly County","Age 55-59","Both Sexes","Number","4081"
"Population","2011","Offaly County","Age 60-64","Males","Number","1829"
"Population","2011","Offaly County","Age 60-64","Females","Number","1838"
"Population","2011","Offaly County","Age 60-64","Both Sexes","Number","3667"
"Population","2011","Offaly County","Age 65-69","Males","Number","1447"
"Population","2011","Offaly County","Age 65-69","Females","Number","1423"
"Population","2011","Offaly County","Age 65-69","Both Sexes","Number","2870"
"Population","2011","Offaly County","Age 70-74","Males","Number","1060"
"Population","2011","Offaly County","Age 70-74","Females","Number","1105"
"Population","2011","Offaly County","Age 70-74","Both Sexes","Number","2165"
"Population","2011","Offaly County","Age 75-79","Males","Number","814"
"Population","2011","Offaly County","Age 75-79","Females","Number","913"
"Population","2011","Offaly County","Age 75-79","Both Sexes","Number","1727"
"Population","2011","Offaly County","Age 80-84","Males","Number","506"
"Population","2011","Offaly County","Age 80-84","Females","Number","677"
"Population","2011","Offaly County","Age 80-84","Both Sexes","Number","1183"
"Population","2011","Offaly County","Age 85 and over","Males","Number","353"
"Population","2011","Offaly County","Age 85 and over","Females","Number","611"
"Population","2011","Offaly County","Age 85 and over","Both Sexes","Number","964"
"Population","2011","Offaly County","Total","Males","Number","38430"
"Population","2011","Offaly County","Total","Females","Number","38257"
"Population","2011","Offaly County","Total","Both Sexes","Number","76687"
"Population","2011","Westmeath County","Age 0","Males","Number","720"
"Population","2011","Westmeath County","Age 0","Females","Number","711"
"Population","2011","Westmeath County","Age 0","Both Sexes","Number","1431"
"Population","2011","Westmeath County","Age 1","Males","Number","677"
"Population","2011","Westmeath County","Age 1","Females","Number","696"
"Population","2011","Westmeath County","Age 1","Both Sexes","Number","1373"
"Population","2011","Westmeath County","Age 2","Males","Number","701"
"Population","2011","Westmeath County","Age 2","Females","Number","656"
"Population","2011","Westmeath County","Age 2","Both Sexes","Number","1357"
"Population","2011","Westmeath County","Age 3","Males","Number","711"
"Population","2011","Westmeath County","Age 3","Females","Number","683"
"Population","2011","Westmeath County","Age 3","Both Sexes","Number","1394"
"Population","2011","Westmeath County","Age 4","Males","Number","694"
"Population","2011","Westmeath County","Age 4","Females","Number","633"
"Population","2011","Westmeath County","Age 4","Both Sexes","Number","1327"
"Population","2011","Westmeath County","Age 5","Males","Number","691"
"Population","2011","Westmeath County","Age 5","Females","Number","618"
"Population","2011","Westmeath County","Age 5","Both Sexes","Number","1309"
"Population","2011","Westmeath County","Age 6","Males","Number","672"
"Population","2011","Westmeath County","Age 6","Females","Number","612"
"Population","2011","Westmeath County","Age 6","Both Sexes","Number","1284"
"Population","2011","Westmeath County","Age 7","Males","Number","633"
"Population","2011","Westmeath County","Age 7","Females","Number","653"
"Population","2011","Westmeath County","Age 7","Both Sexes","Number","1286"
"Population","2011","Westmeath County","Age 8","Males","Number","614"
"Population","2011","Westmeath County","Age 8","Females","Number","598"
"Population","2011","Westmeath County","Age 8","Both Sexes","Number","1212"
"Population","2011","Westmeath County","Age 9","Males","Number","660"
"Population","2011","Westmeath County","Age 9","Females","Number","638"
"Population","2011","Westmeath County","Age 9","Both Sexes","Number","1298"
"Population","2011","Westmeath County","Age 10","Males","Number","630"
"Population","2011","Westmeath County","Age 10","Females","Number","619"
"Population","2011","Westmeath County","Age 10","Both Sexes","Number","1249"
"Population","2011","Westmeath County","Age 11","Males","Number","609"
"Population","2011","Westmeath County","Age 11","Females","Number","648"
"Population","2011","Westmeath County","Age 11","Both Sexes","Number","1257"
"Population","2011","Westmeath County","Age 12","Males","Number","643"
"Population","2011","Westmeath County","Age 12","Females","Number","573"
"Population","2011","Westmeath County","Age 12","Both Sexes","Number","1216"
"Population","2011","Westmeath County","Age 13","Males","Number","633"
"Population","2011","Westmeath County","Age 13","Females","Number","595"
"Population","2011","Westmeath County","Age 13","Both Sexes","Number","1228"
"Population","2011","Westmeath County","Age 14","Males","Number","601"
"Population","2011","Westmeath County","Age 14","Females","Number","618"
"Population","2011","Westmeath County","Age 14","Both Sexes","Number","1219"
"Population","2011","Westmeath County","Age 15","Males","Number","625"
"Population","2011","Westmeath County","Age 15","Females","Number","621"
"Population","2011","Westmeath County","Age 15","Both Sexes","Number","1246"
"Population","2011","Westmeath County","Age 16","Males","Number","602"
"Population","2011","Westmeath County","Age 16","Females","Number","606"
"Population","2011","Westmeath County","Age 16","Both Sexes","Number","1208"
"Population","2011","Westmeath County","Age 17","Males","Number","600"
"Population","2011","Westmeath County","Age 17","Females","Number","558"
"Population","2011","Westmeath County","Age 17","Both Sexes","Number","1158"
"Population","2011","Westmeath County","Age 18","Males","Number","565"
"Population","2011","Westmeath County","Age 18","Females","Number","517"
"Population","2011","Westmeath County","Age 18","Both Sexes","Number","1082"
"Population","2011","Westmeath County","Age 19","Males","Number","527"
"Population","2011","Westmeath County","Age 19","Females","Number","511"
"Population","2011","Westmeath County","Age 19","Both Sexes","Number","1038"
"Population","2011","Westmeath County","Age 20-24","Males","Number","2671"
"Population","2011","Westmeath County","Age 20-24","Females","Number","2702"
"Population","2011","Westmeath County","Age 20-24","Both Sexes","Number","5373"
"Population","2011","Westmeath County","Age 25-29","Males","Number","3114"
"Population","2011","Westmeath County","Age 25-29","Females","Number","3347"
"Population","2011","Westmeath County","Age 25-29","Both Sexes","Number","6461"
"Population","2011","Westmeath County","Age 30-34","Males","Number","3431"
"Population","2011","Westmeath County","Age 30-34","Females","Number","3501"
"Population","2011","Westmeath County","Age 30-34","Both Sexes","Number","6932"
"Population","2011","Westmeath County","Age 35-39","Males","Number","3268"
"Population","2011","Westmeath County","Age 35-39","Females","Number","3372"
"Population","2011","Westmeath County","Age 35-39","Both Sexes","Number","6640"
"Population","2011","Westmeath County","Age 40-44","Males","Number","3166"
"Population","2011","Westmeath County","Age 40-44","Females","Number","3149"
"Population","2011","Westmeath County","Age 40-44","Both Sexes","Number","6315"
"Population","2011","Westmeath County","Age 45-49","Males","Number","2926"
"Population","2011","Westmeath County","Age 45-49","Females","Number","2937"
"Population","2011","Westmeath County","Age 45-49","Both Sexes","Number","5863"
"Population","2011","Westmeath County","Age 50-54","Males","Number","2621"
"Population","2011","Westmeath County","Age 50-54","Females","Number","2584"
"Population","2011","Westmeath County","Age 50-54","Both Sexes","Number","5205"
"Population","2011","Westmeath County","Age 55-59","Males","Number","2328"
"Population","2011","Westmeath County","Age 55-59","Females","Number","2189"
"Population","2011","Westmeath County","Age 55-59","Both Sexes","Number","4517"
"Population","2011","Westmeath County","Age 60-64","Males","Number","1975"
"Population","2011","Westmeath County","Age 60-64","Females","Number","1915"
"Population","2011","Westmeath County","Age 60-64","Both Sexes","Number","3890"
"Population","2011","Westmeath County","Age 65-69","Males","Number","1549"
"Population","2011","Westmeath County","Age 65-69","Females","Number","1549"
"Population","2011","Westmeath County","Age 65-69","Both Sexes","Number","3098"
"Population","2011","Westmeath County","Age 70-74","Males","Number","1159"
"Population","2011","Westmeath County","Age 70-74","Females","Number","1205"
"Population","2011","Westmeath County","Age 70-74","Both Sexes","Number","2364"
"Population","2011","Westmeath County","Age 75-79","Males","Number","870"
"Population","2011","Westmeath County","Age 75-79","Females","Number","995"
"Population","2011","Westmeath County","Age 75-79","Both Sexes","Number","1865"
"Population","2011","Westmeath County","Age 80-84","Males","Number","511"
"Population","2011","Westmeath County","Age 80-84","Females","Number","799"
"Population","2011","Westmeath County","Age 80-84","Both Sexes","Number","1310"
"Population","2011","Westmeath County","Age 85 and over","Males","Number","386"
"Population","2011","Westmeath County","Age 85 and over","Females","Number","773"
"Population","2011","Westmeath County","Age 85 and over","Both Sexes","Number","1159"
"Population","2011","Westmeath County","Total","Males","Number","42783"
"Population","2011","Westmeath County","Total","Females","Number","43381"
"Population","2011","Westmeath County","Total","Both Sexes","Number","86164"
"Population","2011","Wexford County","Age 0","Males","Number","1151"
"Population","2011","Wexford County","Age 0","Females","Number","1064"
"Population","2011","Wexford County","Age 0","Both Sexes","Number","2215"
"Population","2011","Wexford County","Age 1","Males","Number","1120"
"Population","2011","Wexford County","Age 1","Females","Number","1128"
"Population","2011","Wexford County","Age 1","Both Sexes","Number","2248"
"Population","2011","Wexford County","Age 2","Males","Number","1241"
"Population","2011","Wexford County","Age 2","Females","Number","1222"
"Population","2011","Wexford County","Age 2","Both Sexes","Number","2463"
"Population","2011","Wexford County","Age 3","Males","Number","1195"
"Population","2011","Wexford County","Age 3","Females","Number","1128"
"Population","2011","Wexford County","Age 3","Both Sexes","Number","2323"
"Population","2011","Wexford County","Age 4","Males","Number","1170"
"Population","2011","Wexford County","Age 4","Females","Number","1120"
"Population","2011","Wexford County","Age 4","Both Sexes","Number","2290"
"Population","2011","Wexford County","Age 5","Males","Number","1124"
"Population","2011","Wexford County","Age 5","Females","Number","1074"
"Population","2011","Wexford County","Age 5","Both Sexes","Number","2198"
"Population","2011","Wexford County","Age 6","Males","Number","1159"
"Population","2011","Wexford County","Age 6","Females","Number","1034"
"Population","2011","Wexford County","Age 6","Both Sexes","Number","2193"
"Population","2011","Wexford County","Age 7","Males","Number","1173"
"Population","2011","Wexford County","Age 7","Females","Number","1088"
"Population","2011","Wexford County","Age 7","Both Sexes","Number","2261"
"Population","2011","Wexford County","Age 8","Males","Number","1112"
"Population","2011","Wexford County","Age 8","Females","Number","1082"
"Population","2011","Wexford County","Age 8","Both Sexes","Number","2194"
"Population","2011","Wexford County","Age 9","Males","Number","1160"
"Population","2011","Wexford County","Age 9","Females","Number","1019"
"Population","2011","Wexford County","Age 9","Both Sexes","Number","2179"
"Population","2011","Wexford County","Age 10","Males","Number","1053"
"Population","2011","Wexford County","Age 10","Females","Number","1003"
"Population","2011","Wexford County","Age 10","Both Sexes","Number","2056"
"Population","2011","Wexford County","Age 11","Males","Number","1087"
