"Statistic Label","Census Year","County","Age","Sex","UNIT","VALUE"
"Population","2016","Dún Laoghaire-Rathdown","Age 75-79","Females","Number","3912"
"Population","2016","Dún Laoghaire-Rathdown","Age 75-79","Both Sexes","Number","6930"
"Population","2016","Dún Laoghaire-Rathdown","Age 80-84","Males","Number","2089"
"Population","2016","Dún Laoghaire-Rathdown","Age 80-84","Females","Number","2868"
"Population","2016","Dún Laoghaire-Rathdown","Age 80-84","Both Sexes","Number","4957"
"Population","2016","Dún Laoghaire-Rathdown","Age 85 and over","Males","Number","1451"
"Population","2016","Dún Laoghaire-Rathdown","Age 85 and over","Females","Number","2935"
"Population","2016","Dún Laoghaire-Rathdown","Age 85 and over","Both Sexes","Number","4386"
"Population","2016","Dún Laoghaire-Rathdown","Total","Males","Number","104584"
"Population","2016","Dún Laoghaire-Rathdown","Total","Females","Number","113434"
"Population","2016","Dún Laoghaire-Rathdown","Total","Both Sexes","Number","218018"
"Population","2016","Fingal","Age 0-4","Males","Number","12820"
"Population","2016","Fingal","Age 0-4","Females","Number","12079"
"Population","2016","Fingal","Age 0-4","Both Sexes","Number","24899"
"Population","2016","Fingal","Age 5-9","Males","Number","13501"
"Population","2016","Fingal","Age 5-9","Females","Number","12759"
"Population","2016","Fingal","Age 5-9","Both Sexes","Number","26260"
"Population","2016","Fingal","Age 10-14","Males","Number","10815"
"Population","2016","Fingal","Age 10-14","Females","Number","10639"
"Population","2016","Fingal","Age 10-14","Both Sexes","Number","21454"
"Population","2016","Fingal","Age 15-19","Males","Number","9072"
"Population","2016","Fingal","Age 15-19","Females","Number","8678"
"Population","2016","Fingal","Age 15-19","Both Sexes","Number","17750"
"Population","2016","Fingal","Age 20-24","Males","Number","8012"
"Population","2016","Fingal","Age 20-24","Females","Number","7745"
"Population","2016","Fingal","Age 20-24","Both Sexes","Number","15757"
"Population","2016","Fingal","Age 25-29","Males","Number","8814"
"Population","2016","Fingal","Age 25-29","Females","Number","10026"
"Population","2016","Fingal","Age 25-29","Both Sexes","Number","18840"
"Population","2016","Fingal","Age 30-34","Males","Number","11923"
"Population","2016","Fingal","Age 30-34","Females","Number","13602"
"Population","2016","Fingal","Age 30-34","Both Sexes","Number","25525"
"Population","2016","Fingal","Age 35-39","Males","Number","14051"
"Population","2016","Fingal","Age 35-39","Females","Number","14932"
"Population","2016","Fingal","Age 35-39","Both Sexes","Number","28983"
"Population","2016","Fingal","Age 40-44","Males","Number","12808"
"Population","2016","Fingal","Age 40-44","Females","Number","13221"
"Population","2016","Fingal","Age 40-44","Both Sexes","Number","26029"
"Population","2016","Fingal","Age 45-49","Males","Number","10178"
"Population","2016","Fingal","Age 45-49","Females","Number","10250"
"Population","2016","Fingal","Age 45-49","Both Sexes","Number","20428"
"Population","2016","Fingal","Age 50-54","Males","Number","8114"
"Population","2016","Fingal","Age 50-54","Females","Number","8629"
"Population","2016","Fingal","Age 50-54","Both Sexes","Number","16743"
"Population","2016","Fingal","Age 55-59","Males","Number","6914"
"Population","2016","Fingal","Age 55-59","Females","Number","7407"
"Population","2016","Fingal","Age 55-59","Both Sexes","Number","14321"
"Population","2016","Fingal","Age 60-64","Males","Number","5714"
"Population","2016","Fingal","Age 60-64","Females","Number","6282"
"Population","2016","Fingal","Age 60-64","Both Sexes","Number","11996"
"Population","2016","Fingal","Age 65-69","Males","Number","4834"
"Population","2016","Fingal","Age 65-69","Females","Number","5299"
"Population","2016","Fingal","Age 65-69","Both Sexes","Number","10133"
"Population","2016","Fingal","Age 70-74","Males","Number","3538"
"Population","2016","Fingal","Age 70-74","Females","Number","3857"
"Population","2016","Fingal","Age 70-74","Both Sexes","Number","7395"
"Population","2016","Fingal","Age 75-79","Males","Number","2212"
"Population","2016","Fingal","Age 75-79","Females","Number","2326"
"Population","2016","Fingal","Age 75-79","Both Sexes","Number","4538"
"Population","2016","Fingal","Age 80-84","Males","Number","1214"
"Population","2016","Fingal","Age 80-84","Females","Number","1596"
"Population","2016","Fingal","Age 80-84","Both Sexes","Number","2810"
"Population","2016","Fingal","Age 85 and over","Males","Number","706"
"Population","2016","Fingal","Age 85 and over","Females","Number","1453"
"Population","2016","Fingal","Age 85 and over","Both Sexes","Number","2159"
"Population","2016","Fingal","Total","Males","Number","145240"
"Population","2016","Fingal","Total","Females","Number","150780"
"Population","2016","Fingal","Total","Both Sexes","Number","296020"
"Population","2016","Galway City","Age 0-4","Males","Number","2406"
"Population","2016","Galway City","Age 0-4","Females","Number","2366"
"Population","2016","Galway City","Age 0-4","Both Sexes","Number","4772"
"Population","2016","Galway City","Age 5-9","Males","Number","2302"
"Population","2016","Galway City","Age 5-9","Females","Number","2223"
"Population","2016","Galway City","Age 5-9","Both Sexes","Number","4525"
"Population","2016","Galway City","Age 10-14","Males","Number","2002"
"Population","2016","Galway City","Age 10-14","Females","Number","1940"
"Population","2016","Galway City","Age 10-14","Both Sexes","Number","3942"
"Population","2016","Galway City","Age 15-19","Males","Number","2399"
"Population","2016","Galway City","Age 15-19","Females","Number","2604"
"Population","2016","Galway City","Age 15-19","Both Sexes","Number","5003"
"Population","2016","Galway City","Age 20-24","Males","Number","4046"
"Population","2016","Galway City","Age 20-24","Females","Number","4431"
"Population","2016","Galway City","Age 20-24","Both Sexes","Number","8477"
"Population","2016","Galway City","Age 25-29","Males","Number","3589"
"Population","2016","Galway City","Age 25-29","Females","Number","3708"
"Population","2016","Galway City","Age 25-29","Both Sexes","Number","7297"
"Population","2016","Galway City","Age 30-34","Males","Number","3749"
"Population","2016","Galway City","Age 30-34","Females","Number","4010"
"Population","2016","Galway City","Age 30-34","Both Sexes","Number","7759"
"Population","2016","Galway City","Age 35-39","Males","Number","3612"
"Population","2016","Galway City","Age 35-39","Females","Number","3548"
"Population","2016","Galway City","Age 35-39","Both Sexes","Number","7160"
"Population","2016","Galway City","Age 40-44","Males","Number","2559"
"Population","2016","Galway City","Age 40-44","Females","Number","2781"
"Population","2016","Galway City","Age 40-44","Both Sexes","Number","5340"
"Population","2016","Galway City","Age 45-49","Males","Number","2098"
"Population","2016","Galway City","Age 45-49","Females","Number","2285"
"Population","2016","Galway City","Age 45-49","Both Sexes","Number","4383"
"Population","2016","Galway City","Age 50-54","Males","Number","1870"
"Population","2016","Galway City","Age 50-54","Females","Number","2084"
"Population","2016","Galway City","Age 50-54","Both Sexes","Number","3954"
"Population","2016","Galway City","Age 55-59","Males","Number","1719"
"Population","2016","Galway City","Age 55-59","Females","Number","2042"
"Population","2016","Galway City","Age 55-59","Both Sexes","Number","3761"
"Population","2016","Galway City","Age 60-64","Males","Number","1605"
"Population","2016","Galway City","Age 60-64","Females","Number","1842"
"Population","2016","Galway City","Age 60-64","Both Sexes","Number","3447"
"Population","2016","Galway City","Age 65-69","Males","Number","1328"
"Population","2016","Galway City","Age 65-69","Females","Number","1578"
"Population","2016","Galway City","Age 65-69","Both Sexes","Number","2906"
"Population","2016","Galway City","Age 70-74","Males","Number","1054"
"Population","2016","Galway City","Age 70-74","Females","Number","1268"
"Population","2016","Galway City","Age 70-74","Both Sexes","Number","2322"
"Population","2016","Galway City","Age 75-79","Males","Number","704"
"Population","2016","Galway City","Age 75-79","Females","Number","913"
"Population","2016","Galway City","Age 75-79","Both Sexes","Number","1617"
"Population","2016","Galway City","Age 80-84","Males","Number","476"
"Population","2016","Galway City","Age 80-84","Females","Number","640"
"Population","2016","Galway City","Age 80-84","Both Sexes","Number","1116"
"Population","2016","Galway City","Age 85 and over","Males","Number","282"
"Population","2016","Galway City","Age 85 and over","Females","Number","605"
"Population","2016","Galway City","Age 85 and over","Both Sexes","Number","887"
"Population","2016","Galway City","Total","Males","Number","37800"
"Population","2016","Galway City","Total","Females","Number","40868"
"Population","2016","Galway City","Total","Both Sexes","Number","78668"
"Population","2016","Galway County","Age 0-4","Males","Number","6735"
"Population","2016","Galway County","Age 0-4","Females","Number","6292"
"Population","2016","Galway County","Age 0-4","Both Sexes","Number","13027"
"Population","2016","Galway County","Age 5-9","Males","Number","7319"
"Population","2016","Galway County","Age 5-9","Females","Number","7041"
"Population","2016","Galway County","Age 5-9","Both Sexes","Number","14360"
"Population","2016","Galway County","Age 10-14","Males","Number","6799"
"Population","2016","Galway County","Age 10-14","Females","Number","6457"
"Population","2016","Galway County","Age 10-14","Both Sexes","Number","13256"
"Population","2016","Galway County","Age 15-19","Males","Number","6014"
"Population","2016","Galway County","Age 15-19","Females","Number","5583"
"Population","2016","Galway County","Age 15-19","Both Sexes","Number","11597"
"Population","2016","Galway County","Age 20-24","Males","Number","4227"
"Population","2016","Galway County","Age 20-24","Females","Number","3766"
"Population","2016","Galway County","Age 20-24","Both Sexes","Number","7993"
"Population","2016","Galway County","Age 25-29","Males","Number","3947"
"Population","2016","Galway County","Age 25-29","Females","Number","4060"
"Population","2016","Galway County","Age 25-29","Both Sexes","Number","8007"
"Population","2016","Galway County","Age 30-34","Males","Number","5221"
"Population","2016","Galway County","Age 30-34","Females","Number","5879"
"Population","2016","Galway County","Age 30-34","Both Sexes","Number","11100"
"Population","2016","Galway County","Age 35-39","Males","Number","6813"
"Population","2016","Galway County","Age 35-39","Females","Number","7202"
"Population","2016","Galway County","Age 35-39","Both Sexes","Number","14015"
"Population","2016","Galway County","Age 40-44","Males","Number","6928"
"Population","2016","Galway County","Age 40-44","Females","Number","7152"
"Population","2016","Galway County","Age 40-44","Both Sexes","Number","14080"
"Population","2016","Galway County","Age 45-49","Males","Number","6693"
"Population","2016","Galway County","Age 45-49","Females","Number","6615"
"Population","2016","Galway County","Age 45-49","Both Sexes","Number","13308"
"Population","2016","Galway County","Age 50-54","Males","Number","5954"
"Population","2016","Galway County","Age 50-54","Females","Number","5888"
"Population","2016","Galway County","Age 50-54","Both Sexes","Number","11842"
"Population","2016","Galway County","Age 55-59","Males","Number","5472"
"Population","2016","Galway County","Age 55-59","Females","Number","5406"
"Population","2016","Galway County","Age 55-59","Both Sexes","Number","10878"
"Population","2016","Galway County","Age 60-64","Males","Number","5068"
"Population","2016","Galway County","Age 60-64","Females","Number","4801"
"Population","2016","Galway County","Age 60-64","Both Sexes","Number","9869"
"Population","2016","Galway County","Age 65-69","Males","Number","4390"
"Population","2016","Galway County","Age 65-69","Females","Number","4138"
"Population","2016","Galway County","Age 65-69","Both Sexes","Number","8528"
"Population","2016","Galway County","Age 70-74","Males","Number","3340"
"Population","2016","Galway County","Age 70-74","Females","Number","3146"
"Population","2016","Galway County","Age 70-74","Both Sexes","Number","6486"
"Population","2016","Galway County","Age 75-79","Males","Number","2344"
"Population","2016","Galway County","Age 75-79","Females","Number","2278"
"Population","2016","Galway County","Age 75-79","Both Sexes","Number","4622"
"Population","2016","Galway County","Age 80-84","Males","Number","1549"
"Population","2016","Galway County","Age 80-84","Females","Number","1814"
"Population","2016","Galway County","Age 80-84","Both Sexes","Number","3363"
"Population","2016","Galway County","Age 85 and over","Males","Number","1050"
"Population","2016","Galway County","Age 85 and over","Females","Number","2009"
"Population","2016","Galway County","Age 85 and over","Both Sexes","Number","3059"
"Population","2016","Galway County","Total","Males","Number","89863"
"Population","2016","Galway County","Total","Females","Number","89527"
"Population","2016","Galway County","Total","Both Sexes","Number","179390"
"Population","2016","Kerry","Age 0-4","Males","Number","4573"
"Population","2016","Kerry","Age 0-4","Females","Number","4447"
"Population","2016","Kerry","Age 0-4","Both Sexes","Number","9020"
"Population","2016","Kerry","Age 5-9","Males","Number","5132"
"Population","2016","Kerry","Age 5-9","Females","Number","5021"
"Population","2016","Kerry","Age 5-9","Both Sexes","Number","10153"
"Population","2016","Kerry","Age 10-14","Males","Number","4880"
"Population","2016","Kerry","Age 10-14","Females","Number","4738"
"Population","2016","Kerry","Age 10-14","Both Sexes","Number","9618"
"Population","2016","Kerry","Age 15-19","Males","Number","4641"
"Population","2016","Kerry","Age 15-19","Females","Number","4465"
"Population","2016","Kerry","Age 15-19","Both Sexes","Number","9106"
"Population","2016","Kerry","Age 20-24","Males","Number","3345"
"Population","2016","Kerry","Age 20-24","Females","Number","3370"
"Population","2016","Kerry","Age 20-24","Both Sexes","Number","6715"
"Population","2016","Kerry","Age 25-29","Males","Number","3437"
"Population","2016","Kerry","Age 25-29","Females","Number","3677"
"Population","2016","Kerry","Age 25-29","Both Sexes","Number","7114"
"Population","2016","Kerry","Age 30-34","Males","Number","4623"
"Population","2016","Kerry","Age 30-34","Females","Number","5099"
"Population","2016","Kerry","Age 30-34","Both Sexes","Number","9722"
"Population","2016","Kerry","Age 35-39","Males","Number","5430"
"Population","2016","Kerry","Age 35-39","Females","Number","5595"
"Population","2016","Kerry","Age 35-39","Both Sexes","Number","11025"
"Population","2016","Kerry","Age 40-44","Males","Number","5362"
"Population","2016","Kerry","Age 40-44","Females","Number","5325"
"Population","2016","Kerry","Age 40-44","Both Sexes","Number","10687"
"Population","2016","Kerry","Age 45-49","Males","Number","5250"
"Population","2016","Kerry","Age 45-49","Females","Number","5168"
"Population","2016","Kerry","Age 45-49","Both Sexes","Number","10418"
"Population","2016","Kerry","Age 50-54","Males","Number","5008"
"Population","2016","Kerry","Age 50-54","Females","Number","5144"
"Population","2016","Kerry","Age 50-54","Both Sexes","Number","10152"
"Population","2016","Kerry","Age 55-59","Males","Number","4872"
"Population","2016","Kerry","Age 55-59","Females","Number","4915"
"Population","2016","Kerry","Age 55-59","Both Sexes","Number","9787"
"Population","2016","Kerry","Age 60-64","Males","Number","4584"
"Population","2016","Kerry","Age 60-64","Females","Number","4572"
"Population","2016","Kerry","Age 60-64","Both Sexes","Number","9156"
"Population","2016","Kerry","Age 65-69","Males","Number","4375"
"Population","2016","Kerry","Age 65-69","Females","Number","4209"
"Population","2016","Kerry","Age 65-69","Both Sexes","Number","8584"
"Population","2016","Kerry","Age 70-74","Males","Number","3246"
"Population","2016","Kerry","Age 70-74","Females","Number","3294"
"Population","2016","Kerry","Age 70-74","Both Sexes","Number","6540"
"Population","2016","Kerry","Age 75-79","Males","Number","2139"
"Population","2016","Kerry","Age 75-79","Females","Number","2288"
"Population","2016","Kerry","Age 75-79","Both Sexes","Number","4427"
"Population","2016","Kerry","Age 80-84","Males","Number","1310"
"Population","2016","Kerry","Age 80-84","Females","Number","1714"
"Population","2016","Kerry","Age 80-84","Both Sexes","Number","3024"
"Population","2016","Kerry","Age 85 and over","Males","Number","848"
"Population","2016","Kerry","Age 85 and over","Females","Number","1611"
"Population","2016","Kerry","Age 85 and over","Both Sexes","Number","2459"
"Population","2016","Kerry","Total","Males","Number","73055"
"Population","2016","Kerry","Total","Females","Number","74652"
"Population","2016","Kerry","Total","Both Sexes","Number","147707"
"Population","2016","Kildare","Age 0-4","Males","Number","8867"
"Population","2016","Kildare","Age 0-4","Females","Number","8447"
"Population","2016","Kildare","Age 0-4","Both Sexes","Number","17314"
"Population","2016","Kildare","Age 5-9","Males","Number","9770"
"Population","2016","Kildare","Age 5-9","Females","Number","9354"
"Population","2016","Kildare","Age 5-9","Both Sexes","Number","19124"
"Population","2016","Kildare","Age 10-14","Males","Number","8897"
"Population","2016","Kildare","Age 10-14","Females","Number","8225"
"Population","2016","Kildare","Age 10-14","Both Sexes","Number","17122"
"Population","2016","Kildare","Age 15-19","Males","Number","7994"
"Population","2016","Kildare","Age 15-19","Females","Number","7485"
"Population","2016","Kildare","Age 15-19","Both Sexes","Number","15479"
"Population","2016","Kildare","Age 20-24","Males","Number","6249"
"Population","2016","Kildare","Age 20-24","Females","Number","6229"
"Population","2016","Kildare","Age 20-24","Both Sexes","Number","12478"
"Population","2016","Kildare","Age 25-29","Males","Number","5849"
"Population","2016","Kildare","Age 25-29","Females","Number","6397"
"Population","2016","Kildare","Age 25-29","Both Sexes","Number","12246"
"Population","2016","Kildare","Age 30-34","Males","Number","7953"
"Population","2016","Kildare","Age 30-34","Females","Number","9077"
"Population","2016","Kildare","Age 30-34","Both Sexes","Number","17030"
"Population","2016","Kildare","Age 35-39","Males","Number","9505"
"Population","2016","Kildare","Age 35-39","Females","Number","9917"
"Population","2016","Kildare","Age 35-39","Both Sexes","Number","19422"
"Population","2016","Kildare","Age 40-44","Males","Number","9260"
"Population","2016","Kildare","Age 40-44","Females","Number","9433"
"Population","2016","Kildare","Age 40-44","Both Sexes","Number","18693"
"Population","2016","Kildare","Age 45-49","Males","Number","8198"
"Population","2016","Kildare","Age 45-49","Females","Number","8037"
"Population","2016","Kildare","Age 45-49","Both Sexes","Number","16235"
"Population","2016","Kildare","Age 50-54","Males","Number","6892"
"Population","2016","Kildare","Age 50-54","Females","Number","7024"
"Population","2016","Kildare","Age 50-54","Both Sexes","Number","13916"
"Population","2016","Kildare","Age 55-59","Males","Number","5790"
"Population","2016","Kildare","Age 55-59","Females","Number","5821"
"Population","2016","Kildare","Age 55-59","Both Sexes","Number","11611"
"Population","2016","Kildare","Age 60-64","Males","Number","4855"
"Population","2016","Kildare","Age 60-64","Females","Number","4965"
"Population","2016","Kildare","Age 60-64","Both Sexes","Number","9820"
"Population","2016","Kildare","Age 65-69","Males","Number","4137"
"Population","2016","Kildare","Age 65-69","Females","Number","4196"
"Population","2016","Kildare","Age 65-69","Both Sexes","Number","8333"
"Population","2016","Kildare","Age 70-74","Males","Number","2984"
"Population","2016","Kildare","Age 70-74","Females","Number","2885"
"Population","2016","Kildare","Age 70-74","Both Sexes","Number","5869"
"Population","2016","Kildare","Age 75-79","Males","Number","1678"
"Population","2016","Kildare","Age 75-79","Females","Number","1895"
"Population","2016","Kildare","Age 75-79","Both Sexes","Number","3573"
"Population","2016","Kildare","Age 80-84","Males","Number","989"
"Population","2016","Kildare","Age 80-84","Females","Number","1281"
"Population","2016","Kildare","Age 80-84","Both Sexes","Number","2270"
"Population","2016","Kildare","Age 85 and over","Males","Number","679"
"Population","2016","Kildare","Age 85 and over","Females","Number","1290"
"Population","2016","Kildare","Age 85 and over","Both Sexes","Number","1969"
"Population","2016","Kildare","Total","Males","Number","110546"
"Population","2016","Kildare","Total","Females","Number","111958"
"Population","2016","Kildare","Total","Both Sexes","Number","222504"
"Population","2016","Kilkenny","Age 0-4","Males","Number","3698"
"Population","2016","Kilkenny","Age 0-4","Females","Number","3414"
"Population","2016","Kilkenny","Age 0-4","Both Sexes","Number","7112"
"Population","2016","Kilkenny","Age 5-9","Males","Number","3956"
"Population","2016","Kilkenny","Age 5-9","Females","Number","3645"
"Population","2016","Kilkenny","Age 5-9","Both Sexes","Number","7601"
"Population","2016","Kilkenny","Age 10-14","Males","Number","3591"
"Population","2016","Kilkenny","Age 10-14","Females","Number","3462"
"Population","2016","Kilkenny","Age 10-14","Both Sexes","Number","7053"
"Population","2016","Kilkenny","Age 15-19","Males","Number","3387"
"Population","2016","Kilkenny","Age 15-19","Females","Number","3161"
"Population","2016","Kilkenny","Age 15-19","Both Sexes","Number","6548"
"Population","2016","Kilkenny","Age 20-24","Males","Number","2373"
"Population","2016","Kilkenny","Age 20-24","Females","Number","2290"
"Population","2016","Kilkenny","Age 20-24","Both Sexes","Number","4663"
"Population","2016","Kilkenny","Age 25-29","Males","Number","2557"
"Population","2016","Kilkenny","Age 25-29","Females","Number","2734"
"Population","2016","Kilkenny","Age 25-29","Both Sexes","Number","5291"
"Population","2016","Kilkenny","Age 30-34","Males","Number","3171"
"Population","2016","Kilkenny","Age 30-34","Females","Number","3525"
"Population","2016","Kilkenny","Age 30-34","Both Sexes","Number","6696"
"Population","2016","Kilkenny","Age 35-39","Males","Number","3837"
"Population","2016","Kilkenny","Age 35-39","Females","Number","3964"
"Population","2016","Kilkenny","Age 35-39","Both Sexes","Number","7801"
"Population","2016","Kilkenny","Age 40-44","Males","Number","3849"
"Population","2016","Kilkenny","Age 40-44","Females","Number","3822"
"Population","2016","Kilkenny","Age 40-44","Both Sexes","Number","7671"
"Population","2016","Kilkenny","Age 45-49","Males","Number","3424"
"Population","2016","Kilkenny","Age 45-49","Females","Number","3445"
"Population","2016","Kilkenny","Age 45-49","Both Sexes","Number","6869"
"Population","2016","Kilkenny","Age 50-54","Males","Number","3221"
"Population","2016","Kilkenny","Age 50-54","Females","Number","3299"
"Population","2016","Kilkenny","Age 50-54","Both Sexes","Number","6520"
"Population","2016","Kilkenny","Age 55-59","Males","Number","3028"
"Population","2016","Kilkenny","Age 55-59","Females","Number","2999"
"Population","2016","Kilkenny","Age 55-59","Both Sexes","Number","6027"
"Population","2016","Kilkenny","Age 60-64","Males","Number","2712"
"Population","2016","Kilkenny","Age 60-64","Females","Number","2615"
"Population","2016","Kilkenny","Age 60-64","Both Sexes","Number","5327"
"Population","2016","Kilkenny","Age 65-69","Males","Number","2406"
"Population","2016","Kilkenny","Age 65-69","Females","Number","2230"
"Population","2016","Kilkenny","Age 65-69","Both Sexes","Number","4636"
"Population","2016","Kilkenny","Age 70-74","Males","Number","1825"
"Population","2016","Kilkenny","Age 70-74","Females","Number","1800"
"Population","2016","Kilkenny","Age 70-74","Both Sexes","Number","3625"
"Population","2016","Kilkenny","Age 75-79","Males","Number","1190"
"Population","2016","Kilkenny","Age 75-79","Females","Number","1284"
"Population","2016","Kilkenny","Age 75-79","Both Sexes","Number","2474"
"Population","2016","Kilkenny","Age 80-84","Males","Number","776"
"Population","2016","Kilkenny","Age 80-84","Females","Number","982"
"Population","2016","Kilkenny","Age 80-84","Both Sexes","Number","1758"
"Population","2016","Kilkenny","Age 85 and over","Males","Number","532"
"Population","2016","Kilkenny","Age 85 and over","Females","Number","1028"
"Population","2016","Kilkenny","Age 85 and over","Both Sexes","Number","1560"
"Population","2016","Kilkenny","Total","Males","Number","49533"
"Population","2016","Kilkenny","Total","Females","Number","49699"
"Population","2016","Kilkenny","Total","Both Sexes","Number","99232"
"Population","2016","Laois","Age 0-4","Males","Number","3421"
"Population","2016","Laois","Age 0-4","Females","Number","3223"
"Population","2016","Laois","Age 0-4","Both Sexes","Number","6644"
"Population","2016","Laois","Age 5-9","Males","Number","3877"
"Population","2016","Laois","Age 5-9","Females","Number","3706"
"Population","2016","Laois","Age 5-9","Both Sexes","Number","7583"
"Population","2016","Laois","Age 10-14","Males","Number","3370"
"Population","2016","Laois","Age 10-14","Females","Number","3215"
"Population","2016","Laois","Age 10-14","Both Sexes","Number","6585"
"Population","2016","Laois","Age 15-19","Males","Number","2704"
"Population","2016","Laois","Age 15-19","Females","Number","2624"
"Population","2016","Laois","Age 15-19","Both Sexes","Number","5328"
"Population","2016","Laois","Age 20-24","Males","Number","2155"
"Population","2016","Laois","Age 20-24","Females","Number","1952"
"Population","2016","Laois","Age 20-24","Both Sexes","Number","4107"
"Population","2016","Laois","Age 25-29","Males","Number","2424"
"Population","2016","Laois","Age 25-29","Females","Number","2475"
"Population","2016","Laois","Age 25-29","Both Sexes","Number","4899"
"Population","2016","Laois","Age 30-34","Males","Number","3174"
"Population","2016","Laois","Age 30-34","Females","Number","3505"
"Population","2016","Laois","Age 30-34","Both Sexes","Number","6679"
"Population","2016","Laois","Age 35-39","Males","Number","3598"
"Population","2016","Laois","Age 35-39","Females","Number","3607"
"Population","2016","Laois","Age 35-39","Both Sexes","Number","7205"
"Population","2016","Laois","Age 40-44","Males","Number","3205"
"Population","2016","Laois","Age 40-44","Females","Number","3160"
"Population","2016","Laois","Age 40-44","Both Sexes","Number","6365"
"Population","2016","Laois","Age 45-49","Males","Number","3098"
"Population","2016","Laois","Age 45-49","Females","Number","2844"
"Population","2016","Laois","Age 45-49","Both Sexes","Number","5942"
"Population","2016","Laois","Age 50-54","Males","Number","2629"
"Population","2016","Laois","Age 50-54","Females","Number","2536"
"Population","2016","Laois","Age 50-54","Both Sexes","Number","5165"
"Population","2016","Laois","Age 55-59","Males","Number","2378"
"Population","2016","Laois","Age 55-59","Females","Number","2246"
"Population","2016","Laois","Age 55-59","Both Sexes","Number","4624"
"Population","2016","Laois","Age 60-64","Males","Number","2046"
"Population","2016","Laois","Age 60-64","Females","Number","1917"
"Population","2016","Laois","Age 60-64","Both Sexes","Number","3963"
"Population","2016","Laois","Age 65-69","Males","Number","1677"
"Population","2016","Laois","Age 65-69","Females","Number","1576"
"Population","2016","Laois","Age 65-69","Both Sexes","Number","3253"
"Population","2016","Laois","Age 70-74","Males","Number","1275"
"Population","2016","Laois","Age 70-74","Females","Number","1248"
"Population","2016","Laois","Age 70-74","Both Sexes","Number","2523"
"Population","2016","Laois","Age 75-79","Males","Number","814"
"Population","2016","Laois","Age 75-79","Females","Number","857"
"Population","2016","Laois","Age 75-79","Both Sexes","Number","1671"
"Population","2016","Laois","Age 80-84","Males","Number","549"
"Population","2016","Laois","Age 80-84","Females","Number","645"
"Population","2016","Laois","Age 80-84","Both Sexes","Number","1194"
"Population","2016","Laois","Age 85 and over","Males","Number","417"
"Population","2016","Laois","Age 85 and over","Females","Number","550"
"Population","2016","Laois","Age 85 and over","Both Sexes","Number","967"
"Population","2016","Laois","Total","Males","Number","42811"
"Population","2016","Laois","Total","Females","Number","41886"
"Population","2016","Laois","Total","Both Sexes","Number","84697"
"Population","2016","Leitrim","Age 0-4","Males","Number","1113"
"Population","2016","Leitrim","Age 0-4","Females","Number","1075"
"Population","2016","Leitrim","Age 0-4","Both Sexes","Number","2188"
"Population","2016","Leitrim","Age 5-9","Males","Number","1210"
"Population","2016","Leitrim","Age 5-9","Females","Number","1206"
"Population","2016","Leitrim","Age 5-9","Both Sexes","Number","2416"
"Population","2016","Leitrim","Age 10-14","Males","Number","1207"
"Population","2016","Leitrim","Age 10-14","Females","Number","1112"
"Population","2016","Leitrim","Age 10-14","Both Sexes","Number","2319"
"Population","2016","Leitrim","Age 15-19","Males","Number","976"
"Population","2016","Leitrim","Age 15-19","Females","Number","905"
"Population","2016","Leitrim","Age 15-19","Both Sexes","Number","1881"
"Population","2016","Leitrim","Age 20-24","Males","Number","662"
"Population","2016","Leitrim","Age 20-24","Females","Number","631"
"Population","2016","Leitrim","Age 20-24","Both Sexes","Number","1293"
"Population","2016","Leitrim","Age 25-29","Males","Number","704"
"Population","2016","Leitrim","Age 25-29","Females","Number","729"
"Population","2016","Leitrim","Age 25-29","Both Sexes","Number","1433"
"Population","2016","Leitrim","Age 30-34","Males","Number","944"
"Population","2016","Leitrim","Age 30-34","Females","Number","1040"
"Population","2016","Leitrim","Age 30-34","Both Sexes","Number","1984"
"Population","2016","Leitrim","Age 35-39","Males","Number","1172"
"Population","2016","Leitrim","Age 35-39","Females","Number","1162"
"Population","2016","Leitrim","Age 35-39","Both Sexes","Number","2334"
"Population","2016","Leitrim","Age 40-44","Males","Number","1141"
"Population","2016","Leitrim","Age 40-44","Females","Number","1191"
"Population","2016","Leitrim","Age 40-44","Both Sexes","Number","2332"
"Population","2016","Leitrim","Age 45-49","Males","Number","1102"
"Population","2016","Leitrim","Age 45-49","Females","Number","1112"
"Population","2016","Leitrim","Age 45-49","Both Sexes","Number","2214"
"Population","2016","Leitrim","Age 50-54","Males","Number","1094"
"Population","2016","Leitrim","Age 50-54","Females","Number","1035"
"Population","2016","Leitrim","Age 50-54","Both Sexes","Number","2129"
"Population","2016","Leitrim","Age 55-59","Males","Number","1073"
"Population","2016","Leitrim","Age 55-59","Females","Number","1037"
"Population","2016","Leitrim","Age 55-59","Both Sexes","Number","2110"
"Population","2016","Leitrim","Age 60-64","Males","Number","1026"
"Population","2016","Leitrim","Age 60-64","Females","Number","976"
"Population","2016","Leitrim","Age 60-64","Both Sexes","Number","2002"
"Population","2016","Leitrim","Age 65-69","Males","Number","898"
"Population","2016","Leitrim","Age 65-69","Females","Number","849"
"Population","2016","Leitrim","Age 65-69","Both Sexes","Number","1747"
"Population","2016","Leitrim","Age 70-74","Males","Number","700"
"Population","2016","Leitrim","Age 70-74","Females","Number","628"
"Population","2016","Leitrim","Age 70-74","Both Sexes","Number","1328"
"Population","2016","Leitrim","Age 75-79","Males","Number","483"
